Date,Name,Text,compound,negative,neutral,positive
Mon Apr 16 05:00:00 +0000 2018,CBS,"In case you missed any, here's a rundown of all the performers from Country Music's Party of the Year®:… https://t.co/KtRKXkUpmI",0.128,0.1,0.776,0.123
Mon Apr 16 03:56:42 +0000 2018,CBS,The #ACMawards crowd was roaring for Vocal Event Of The Year winners @KeithUrban and @carrieunderwood! Here is the… https://t.co/rFB5f2lVo7,0.5255,0.0,0.841,0.159
Mon Apr 16 03:06:10 +0000 2018,CBS,RT @AmberLee_RN: Anyone else crying from that @Jason_Aldean acceptance speech?! Wow! Congrats Jason! #vegasstrong #ACMawards,0.8392,0.123,0.437,0.44
Mon Apr 16 03:02:50 +0000 2018,CBS,"Put your hands up for Entertainer of the Year, @Jason_Aldean! 🙌 #ACMawards https://t.co/QLFrrsyU8R",0.4389,0.0,0.792,0.208
Mon Apr 16 03:00:10 +0000 2018,CBS,RT @min_d24: Love how @LukeBryanOnline was straight fan girling on @reba and @kelly_clarkson tonight on the #ACMawards! Y'all #killedit,0.8268,0.0,0.648,0.352
Mon Apr 16 02:58:55 +0000 2018,CBS,"Was that ""A-sharp"" performance by @reba and @kelly_clarkson or what!? 🎼 #ACMawards https://t.co/19pDyrELqC",0.0,0.0,1.0,0.0
Mon Apr 16 02:57:41 +0000 2018,CBS,The news keeps getting better and better. @ChrisStapleton deserves a standing ovation tonight! He wins again for Ma… https://t.co/6m7nZFwPyK,0.8687,0.0,0.605,0.395
Mon Apr 16 02:35:58 +0000 2018,CBS,RT @MattBoveHS: Most People Are Good is such a powerful song #ACMawards @LukeBryanOnline,0.7152,0.0,0.626,0.374
Mon Apr 16 02:26:16 +0000 2018,CBS,We have our #ACMawards Female Vocalist of the Year: @mirandalambert! 👏 https://t.co/Xu7WPuv1f2,0.0,0.0,1.0,0.0
Mon Apr 16 02:22:40 +0000 2018,CBS,"Without this talented group of women, @mirandalambert @reba @MarenMorris @KelseaBallerini and @carrieunderwood, lif… https://t.co/Zwqh2PAdM1",0.5106,0.0,0.798,0.202
Mon Apr 16 02:12:19 +0000 2018,CBS,RT @ElizabethGilbe3: @carrieunderwood never disappoints! What an amazing voice and beautiful soul! #ACMawards #girlcrush,0.8877,0.0,0.512,0.488
Mon Apr 16 02:10:19 +0000 2018,CBS,RT @SarahJPrimo: I could listen to Dan and Shay all day  #ACMawards,0.0,0.0,1.0,0.0
Mon Apr 16 02:10:11 +0000 2018,CBS,RT @MegsMouthful: @carrieunderwood Just WOW. Can’t wait to hear more of your new music! #ACMawards,0.7027,0.0,0.744,0.256
Mon Apr 16 02:10:09 +0000 2018,CBS,Hugs for @CarrieUnderwood and @KeithUrban's big win for Vocal Event of the Year! #ACMawards https://t.co/nn2XJ6nCSi,0.807,0.0,0.641,0.359
Mon Apr 16 02:04:45 +0000 2018,CBS,Always be yourself. Unless you can be @carrieunderwood. Then be Carrie Underwood! #ACMawards #CryPretty https://t.co/32n0QJ1FLD,0.0,0.0,1.0,0.0
Mon Apr 16 02:02:19 +0000 2018,CBS,"RT @VeldmanKylie: Carrie Underwood gives me chills everytime she performs, she always kills it 🔥❤ #ACMawards",-0.5423,0.189,0.811,0.0
Mon Apr 16 01:47:20 +0000 2018,CBS,Hands up for @littlebigtown at the #ACMawards🙌 https://t.co/o8YFtpGLfK,0.0,0.0,1.0,0.0
Mon Apr 16 01:47:01 +0000 2018,CBS,RT @reba: So good to see my friend Eve twice this week! @therealeve @acmawards #acmawards https://t.co/a6LxEaQt8L,0.7707,0.0,0.677,0.323
Mon Apr 16 01:46:34 +0000 2018,CBS,See all the amazing red carpet looks from the 53rd #ACMawards: https://t.co/ZeZiMXphFK https://t.co/Gi79cuuVPm,0.5859,0.0,0.759,0.241
Mon Apr 16 01:41:44 +0000 2018,CBS,RT @maddymika_: the ACM awards are the BEST night of the year 😍😍😍❣️❣️❣️ #ACMAwards,0.8374,0.0,0.602,0.398
Mon Apr 16 01:40:16 +0000 2018,CBS,🚨 Sound the alarm because @mirandalambert is on FIRE 🔥 at the #ACMawards! https://t.co/11vshBs4EV,-0.7027,0.368,0.632,0.0
Mon Apr 16 01:36:25 +0000 2018,CBS,RT @Skylar_Jean: @mirandalambert can do NO wrong. She is perfection. #ACMawards,-0.3254,0.34,0.451,0.209
Mon Apr 16 01:36:19 +0000 2018,CBS,RT @EmilyyBruorton: @mirandalambert is my all time favorite 🔥#ACMAwards #keeperoftheflame #thebest,0.4588,0.0,0.769,0.231
Mon Apr 16 01:34:44 +0000 2018,CBS,Hats off to @Jason_Aldean! 🤠 #ACMawards https://t.co/1WSjnafKoX,0.0,0.0,1.0,0.0
Fri Jun 22 00:36:08 +0000 2018,CNN,These are some of the summer solstice traditions observed around the world https://t.co/58bf7TPfF0 via @CNNTravel https://t.co/GkJsTJwvon,0.0,0.0,1.0,0.0
Fri Jun 22 00:33:52 +0000 2018,CNN,"RT @TheLeadCNN: Mixed messages, mass confusion, and continued uncertainty for the 2,300 undocumented children seized from their parents by…",-0.5574,0.213,0.787,0.0
Fri Jun 22 00:31:46 +0000 2018,CNN,"RT @OutFrontCNN: ""The President has to be...confronted about what he's doing. He has shown no empathy, at all, on this. The only reason he…",-0.296,0.087,0.913,0.0
Fri Jun 22 00:31:09 +0000 2018,CNN,"Secretary of State Mike Pompeo and his Iranian counterpart spar online, with Pompeo tweeting his apparent support f… https://t.co/kJt9p99pC4",0.4019,0.0,0.87,0.13
Fri Jun 22 00:29:16 +0000 2018,CNN,"RT @OutFrontCNN: ""She wasn't wearing it because she was cold."" - @ErinBurnett on Melania Trump's ""I really don't care. Do U?"" jacket https:…",-0.4416,0.122,0.878,0.0
Fri Jun 22 00:26:09 +0000 2018,CNN,"Democratic Rep. Beto O'Rourke: ""There is a strong racist element"" to the Trump administration policy that has led t… https://t.co/xFlGTAoa4z",-0.1779,0.165,0.7,0.136
Fri Jun 22 00:22:25 +0000 2018,CNN,"RT @AC360: Its worth remembering that amidst the confusion and outright dishonesty coming out of this White House, there are 2300 kids now…",-0.0772,0.088,0.837,0.076
Fri Jun 22 00:21:05 +0000 2018,CNN,Fighting for democracy is hard work | By Frida Ghitis via @CNNOpinion https://t.co/iLPEJ7muDk https://t.co/yTfjzoyMRN,-0.4404,0.262,0.738,0.0
Fri Jun 22 00:11:05 +0000 2018,CNN,"Chevy Blazer, an SUV classic, launches a comeback and will go on sale next year https://t.co/7eXCqLUWVr https://t.co/7Mal2NlQRy",0.0,0.0,1.0,0.0
Fri Jun 22 00:06:00 +0000 2018,CNN,"A West Virginia couple says a hospital mixed up two newborn babies, after the mother showed off one baby to relativ… https://t.co/ZpgGSYldXX",0.0,0.0,1.0,0.0
Fri Jun 22 00:01:05 +0000 2018,CNN,Attorney General Jeff Sessions changes his tone on family separations at the border https://t.co/5vRKQArzkP https://t.co/8s5U4d9e2K,0.0,0.0,1.0,0.0
Thu Jun 21 23:56:05 +0000 2018,CNN,"There is ""no way"" the ""catch and release"" of deportable immigrants can stop under President Trump's executive order… https://t.co/EVzRYsggzG",-0.5267,0.206,0.794,0.0
Thu Jun 21 23:51:03 +0000 2018,CNN,"In a last minute decision, Republicans decided to postpone a vote on a comprehensive immigration bill for the secon… https://t.co/A4d3ZbDvUp",0.0258,0.101,0.794,0.106
Thu Jun 21 23:41:05 +0000 2018,CNN,"The US Navy's top enlisted leader announced that he is resigning ""to avoid any distraction,"" as an inspector genera… https://t.co/hYcfv5Ver1",-0.3182,0.179,0.742,0.079
Thu Jun 21 23:36:35 +0000 2018,CNN,"Tiny house living may not be for everyone, but tiny house resorts have popped up all over the country, offering eve… https://t.co/l208tcugU9",0.0,0.0,1.0,0.0
Thu Jun 21 23:31:09 +0000 2018,CNN,"""I'm not sure what can be done but it's not fair separating the parents from the children.""

What new US citizens t… https://t.co/N2AnhpX4SW",-0.4449,0.157,0.843,0.0
Thu Jun 21 23:21:04 +0000 2018,CNN,"Two-year-old Nicole couldn't stop crying and would only repeat two words in Spanish over and over again: ""mama"" and… https://t.co/8e3URcuB66",0.5334,0.0,0.802,0.198
Thu Jun 21 23:11:07 +0000 2018,CNN,"""I see mothers bury their sons. I want my mom to never feel that pain.""

Two years ago, Antwon Rose wrote those lin… https://t.co/XiKpDHRXsY",0.0772,0.0,0.944,0.056
Thu Jun 21 23:01:09 +0000 2018,CNN,"A group of Republican US senators will head to Russia next week, two members in the congressional delegation confir… https://t.co/VxrP0weCHP",0.0,0.0,1.0,0.0
Thu Jun 21 23:01:00 +0000 2018,CNN,"83-year-old artist Christo has been creating conceptually challenging, and large-scale work since the late 1950s. N… https://t.co/fA48HMlTp0",0.4215,0.0,0.798,0.202
Thu Jun 21 22:51:07 +0000 2018,CNN,Democratic Sen. Amy Klobuchar warned her Republican colleagues that they need to push back forcefully against what… https://t.co/KpbW6hngIB,-0.2732,0.11,0.89,0.0
Thu Jun 21 22:46:00 +0000 2018,CNN,The follow up to one of the biggest movies of all-time is roaring onto movie screens. Here's a preview of 'Jurassic… https://t.co/xxAK7NDKAy,0.0,0.0,1.0,0.0
Thu Jun 21 22:41:05 +0000 2018,CNN,A federal judge says the structure of the Consumer Financial Protection Bureau is unconstitutional… https://t.co/AdkhNufDFB,0.0,0.0,1.0,0.0
Thu Jun 21 22:36:51 +0000 2018,CNN,RT @CNNSitRoom: President of the National Border Patrol Council tells @wolfblitzer that they will have to continue the “catch and release”…,0.0,0.0,1.0,0.0
Thu Jun 21 22:35:37 +0000 2018,CNN,"Legendary conservative intellectual Charles Krauthammer, whose columns and commentary shaped American politics for… https://t.co/wUCxUeN7jz",0.5106,0.0,0.798,0.202
Thu Jun 21 22:31:07 +0000 2018,CNN,"""I don't know exactly where the party is right now, but it's a long way from the party that I've always believed.""… https://t.co/c4TLVzTh77",0.6597,0.0,0.787,0.213
Thu Jun 21 22:26:49 +0000 2018,CNN,This is how KitKats are made https://t.co/4EErNERWNW https://t.co/CZcaAXVxWi,0.0,0.0,1.0,0.0
Thu Jun 21 22:21:07 +0000 2018,CNN,"In Trump's heart, no room for a crying child | By Michael D'Antonio via @CNNOpinion https://t.co/bZllm8sn3q https://t.co/xxMDBt04qS",-0.6486,0.29,0.71,0.0
Thu Jun 21 22:11:09 +0000 2018,CNN,"The Environmental Protection Agency is spending more than $8,500 on challenge coins to congratulate its response to… https://t.co/nzdwMJCziE",0.5423,0.0,0.78,0.22
Thu Jun 21 22:01:08 +0000 2018,CNN,Why the Trump Time magazine cover is so powerful | Analysis by @CillizzaCNN https://t.co/TXvDPrg3fK https://t.co/sL9lCZDQrS,0.5598,0.0,0.782,0.218
Thu Jun 21 21:53:09 +0000 2018,CNN,"RT @CNNSitRoom: Sessions, May 7: “If you don’t want your child to be separated, then don’t bring them across the border illegally”

Session…",0.0772,0.0,0.944,0.056
Thu Jun 21 21:50:45 +0000 2018,CNN,President Trump's course-correction on family separation has only added to the confusion about the administration's… https://t.co/lNEGe4mti3,-0.296,0.128,0.872,0.0
Thu Jun 21 21:41:04 +0000 2018,CNN,"35 major financial institutions, including Bank of America, JPMorgan Chase and Citigroup, would be able to lend und… https://t.co/FmkaCmJ5jU",0.0,0.0,1.0,0.0
Thu Jun 21 21:36:06 +0000 2018,CNN,"Melania Trump's ""I really don't care. Do U?"" jacket was no mistake | Analysis by @CillizzaCNN… https://t.co/Mek93uIP35",-0.7584,0.366,0.634,0.0
Thu Jun 21 21:30:39 +0000 2018,CNN,Online shoppers could soon see higher prices after the Supreme Court ruled states can require out-of-state online r… https://t.co/2vXNcma3jr,0.5574,0.0,0.833,0.167
Thu Jun 21 21:28:37 +0000 2018,CNN,RT @CNNSitRoom: The head of the National Border Patrol Council tells @wolfblitzer that the “vast majority” of immigrants trying to cross th…,0.0,0.0,1.0,0.0
Thu Jun 21 21:14:34 +0000 2018,CNN,Italian scholars claim they have unearthed the first known piece by Renaissance genius Leonardo Da Vinci… https://t.co/6DoChZTLe4,0.0,0.0,1.0,0.0
Thu Jun 21 21:04:18 +0000 2018,CNN,"Remember ""Daria""? MTV wants to bring her back https://t.co/IDybB85Xt2 https://t.co/EXvOljzoI3",0.0,0.0,1.0,0.0
Thu Jun 21 20:55:39 +0000 2018,CNN,Lionel Messi and Argentina are on the brink of elimination from the #WorldCup after a 3-0 loss to Croatia… https://t.co/i7jbtUZ5tb,-0.3182,0.113,0.887,0.0
Thu Jun 21 20:49:29 +0000 2018,CNN,The House narrowly approved a massive five-year farm bill after a failure to launch last month… https://t.co/m9RblLzMLx,-0.128,0.173,0.681,0.147
Thu Jun 21 20:32:32 +0000 2018,CNN,"RT @CNNMoney: Concerns about trade drive the Dow down 196 points, or 0.8%. It's the Dow's 8th straight losing day, the longest slump since…",-0.1779,0.098,0.83,0.072
Thu Jun 21 20:32:27 +0000 2018,CNN,"""It's like they're putting a knife in your chest and killing you."" A Guatemalan mother is hoping to see her 7-year-… https://t.co/JH8MfGplAx",-0.0258,0.165,0.637,0.199
Thu Jun 21 20:29:18 +0000 2018,CNN,US Ambassador to the UN Nikki Haley accused more than a dozen human rights groups of sharing responsibility for the… https://t.co/IwWJ4sckZN,0.1531,0.096,0.783,0.122
Thu Jun 21 20:19:30 +0000 2018,CNN,"Kensi Hernandez is full of fear -- of the gangs in Honduras who threatened to kill her, and of what lies ahead.

Th… https://t.co/tKALgMt4Mc",-0.9287,0.407,0.593,0.0
Thu Jun 21 20:08:26 +0000 2018,CNN,"RT @CNNnewsroom: ""I know the President was criticizing this and laughing about it, but hiring immigration judges really is the answer"" - Jo…",0.09,0.073,0.839,0.088
Thu Jun 21 19:57:01 +0000 2018,CNN,"First lady Melania Trump wore a jacket that read ""I really don't care. Do U?"" while boarding her plane to tour an i… https://t.co/m3SCf8s83P",-0.4416,0.117,0.883,0.0
Thu Jun 21 19:56:07 +0000 2018,CNN,Why so many Americans need a clean slate | By NFL players Malcolm Jenkins and Torrey Smith via @CNNOpinion… https://t.co/BKS39PWALr,0.4019,0.0,0.863,0.137
Thu Jun 21 19:48:30 +0000 2018,CNN,"June 21 is the first actual day of summer 2018 in the Northern Hemisphere, so it's time to start planning your vaca… https://t.co/BysAMFfSVq",0.0,0.0,1.0,0.0
Thu Jun 21 19:43:01 +0000 2018,CNN,"RT @CNNnewsroom: ""This was not an ask for permission situation...Melania Trump informed the President that she intended to go to the border…",0.0,0.0,1.0,0.0
Thu Jun 21 19:39:03 +0000 2018,CNN,Kroger's online sales are up 66% -- and Amazon and Walmart have a real competitor https://t.co/5xWlF2iQQk https://t.co/qUOBg9yr1O,0.1779,0.0,0.898,0.102
Thu Jun 21 19:32:27 +0000 2018,CNN,The big business of housing immigrant children https://t.co/ttWZHc4TmG https://t.co/2Tal0UYQ7m,0.0,0.0,1.0,0.0
Thu Jun 21 19:17:08 +0000 2018,CNN,Fears of a trade war have put the Dow on track for its longest losing streak in 15 months. Goldman Sachs thinks the… https://t.co/ngK5s1vJig,-0.8519,0.317,0.683,0.0
Thu Jun 21 19:05:52 +0000 2018,CNN,The Trump administration asks a judge for permission to detain children with their parents past 20 days… https://t.co/Pje6n1LW9d,-0.4215,0.149,0.851,0.0
Thu Jun 21 19:05:06 +0000 2018,CNN,"Twin brothers died the same day in France during World War II. 74 years later, they were reunited at Normandy -- bu… https://t.co/XGMpgwUI4d",-0.8176,0.263,0.737,0.0
Thu Jun 21 18:55:05 +0000 2018,CNN,New Zealand Prime Minister Jacinda Ardern becomes the first world leader in nearly 30 years to have a child while i… https://t.co/8ePMPc1IV0,0.0,0.0,1.0,0.0
Thu Jun 21 18:45:06 +0000 2018,CNN,"""It's not fair for a mother... It's like they're putting a knife in your chest and killing you"": This Guatemalan mo… https://t.co/EKC2CrOYnT",-0.5943,0.246,0.657,0.097
Thu Jun 21 18:35:16 +0000 2018,CNN,"House Republicans will postpone a vote on their immigration compromise legislation until Friday, Majority Leader Ke… https://t.co/rZUzQ3ymxl",-0.2263,0.112,0.888,0.0
Thu Jun 21 18:26:49 +0000 2018,CNN,JUST IN:  The House failed to pass an immigration bill that was favored by conservatives https://t.co/vtzUn4fA3M https://t.co/O0Rs15h7qh,-0.128,0.156,0.711,0.133
Thu Jun 21 18:25:03 +0000 2018,CNN,"""Welcome to America"": TIME magazine announces its new cover that shows President Trump and the two-year-old Hondura… https://t.co/NvqTg2bNBg",0.4588,0.0,0.85,0.15
Thu Jun 21 18:15:13 +0000 2018,CNN,A California couple who started a Facebook campaign to reunite immigrant families will not stop raising money -- de… https://t.co/LZ2uIpvzMi,0.2235,0.0,0.9,0.1
Thu Jun 21 18:05:00 +0000 2018,CNN,"As car companies ramp up their plans for electric vehicles, the supply of lithium has come into the spotlight… https://t.co/JGzoPYIYXp",0.0,0.0,1.0,0.0
Thu Jun 21 17:55:09 +0000 2018,CNN,A group of kids brought a cage and foil-like blankets on Capitol Hill as part of a protest against the Trump admini… https://t.co/0OwY5CPODE,-0.25,0.095,0.905,0.0
Thu Jun 21 17:45:05 +0000 2018,CNN,"At least 130 rallies in 48 states are planned -- including a main rally in Washington's Lafayette Square, across th… https://t.co/AOZCvaZBAO",0.0,0.0,1.0,0.0
Thu Jun 21 17:35:06 +0000 2018,CNN,"""It's not fair for a mother... It's like they're putting a knife in your chest and killing you"": This Guatemalan mo… https://t.co/2JPARB7dhU",-0.5943,0.246,0.657,0.097
Thu Jun 21 17:25:05 +0000 2018,CNN,"Former Trump campaign manager Corey Lewandowski has been dropped by his speakers bureau after saying ""womp womp"" re… https://t.co/Yl9Cxmna5I",0.0,0.0,1.0,0.0
Thu Jun 21 17:15:00 +0000 2018,CNN,This is how KitKats are made https://t.co/4EErNF9ycw https://t.co/asQ1vcNogY,0.0,0.0,1.0,0.0
Thu Jun 21 17:05:04 +0000 2018,CNN,8 passengers who survived the Southwest Airlines flight that made an emergency landing after an engine failed in mi… https://t.co/YpHyKE9u4h,-0.3818,0.234,0.635,0.131
Thu Jun 21 16:53:40 +0000 2018,CNN,Six-in-10 Americans would rather maintain good relationships with countries that have been close allies to the US t… https://t.co/5ovgamHeLt,0.4404,0.0,0.861,0.139
Thu Jun 21 16:37:14 +0000 2018,CNN,First lady Melania Trump speaks at an immigration detention center in Texas during an unannounced visit: I’d like t… https://t.co/c87axhJCpE,0.0,0.109,0.783,0.109
Thu Jun 21 16:22:53 +0000 2018,CNN,"BREAKING: First lady Melania Trump touches down in McAllen, Texas, making an unannounced trip to get a first-hand l… https://t.co/NFKTWfYrt9",0.0,0.0,1.0,0.0
Thu Jun 21 16:20:00 +0000 2018,CNN,The Supreme Court has ruled that states can compel retailers to collect sales taxes even if they don't have a physi… https://t.co/F1nFPPFkms,0.5574,0.0,0.847,0.153
Thu Jun 21 16:11:09 +0000 2018,CNN,Sen. Bernie Sanders says President Trump's zero tolerance immigration policy shows Trump is thinking like an author… https://t.co/L6nXNJmE6W,0.5719,0.0,0.773,0.227
Thu Jun 21 16:07:39 +0000 2018,CNN,The wife of Israeli Prime Minister Benjamin Netanyahu has been charged with fraud and breach of trust over the alle… https://t.co/vdK2D2AcX1,-0.3182,0.208,0.669,0.123
Thu Jun 21 15:53:26 +0000 2018,CNN,"Russian trolls posing as an American college student tweeted about divisive social, political and cultural issues u… https://t.co/AETAy83iWc",0.0,0.0,1.0,0.0
Thu Jun 21 15:40:00 +0000 2018,CNN,The follow up to one of the biggest movies of all-time is roaring onto movie screens. Here's a preview of 'Jurassic… https://t.co/a3rG6xlBLU,0.0,0.0,1.0,0.0
Thu Jun 21 15:30:00 +0000 2018,CNN,"Here's how stress tests measure a bank's ability to react to an economic downturn, and why more banks are now passi… https://t.co/ZW4uAeXkaQ",-0.128,0.116,0.788,0.095
Thu Jun 21 15:20:08 +0000 2018,CNN,"The House will vote on two broad immigration proposals Thursday, but barring some major shift in momentum, both of… https://t.co/mEpzwtwDWa",0.0,0.0,1.0,0.0
Thu Jun 21 15:10:21 +0000 2018,CNN,"Tiny house living may not be for everyone, but tiny house resorts have popped up all over the country, offering eve… https://t.co/oAQaLyVq6c",0.0,0.0,1.0,0.0
Thu Jun 21 15:01:09 +0000 2018,CNN,These are the distant states where migrant children are being sent https://t.co/uOVH0qMyhj https://t.co/on1YN1jer8,0.0,0.0,1.0,0.0
Thu Jun 21 14:55:31 +0000 2018,CNN,"Larry Kudlow, director of President Trump's National Economic Council, is expected to return to work Monday, two so… https://t.co/T7T9dQBpHk",0.0,0.0,1.0,0.0
Thu Jun 21 14:43:00 +0000 2018,CNN,JUST IN: The Supreme Court rules that states can force retailers to collect sales tax from online consumers even if… https://t.co/jF7NLyDPuT,0.5574,0.0,0.847,0.153
